flow_id,timestamp,src_ip,src_port,dst_ip,dst_port,protocol,duration,packets_count,fwd_packets_count,bwd_packets_count,total_payload_bytes,fwd_total_payload_bytes,bwd_total_payload_bytes,payload_bytes_max,payload_bytes_min,payload_bytes_mean,payload_bytes_std,payload_bytes_variance,fwd_payload_bytes_max,fwd_payload_bytes_min,fwd_payload_bytes_mean,fwd_payload_bytes_std,fwd_payload_bytes_variance,bwd_payload_bytes_max,bwd_payload_bytes_min,bwd_payload_bytes_mean,bwd_payload_bytes_std,bwd_payload_bytes_variance,total_header_bytes,max_header_bytes,min_header_bytes,mean_header_bytes,std_header_bytes,fwd_total_header_bytes,fwd_max_header_bytes,fwd_min_header_bytes,fwd_mean_header_bytes,fwd_std_header_bytes,bwd_total_header_bytes,bwd_max_header_bytes,bwd_min_header_bytes,bwd_mean_header_bytes,bwd_std_header_bytes,fwd_avg_segment_size,bwd_avg_segment_size,avg_segment_size,fwd_init_win_bytes,bwd_init_win_bytes,active_min,active_max,active_mean,active_std,idle_min,idle_max,idle_mean,idle_std,bytes_rate,fwd_bytes_rate,bwd_bytes_rate,packets_rate,bwd_packets_rate,fwd_packets_rate,down_up_rate,avg_fwd_bytes_per_bulk,avg_fwd_packets_per_bulk,avg_fwd_bulk_rate,avg_bwd_bytes_per_bulk,avg_bwd_packets_bulk_rate,avg_bwd_bulk_rate,fwd_bulk_state_count,fwd_bulk_total_size,fwd_bulk_per_packet,fwd_bulk_duration,bwd_bulk_state_count,bwd_bulk_total_size,bwd_bulk_per_packet,bwd_bulk_duration,fin_flag_counts,psh_flag_counts,urg_flag_counts,ece_flag_counts,syn_flag_counts,ack_flag_counts,cwr_flag_counts,rst_flag_counts,fwd_fin_flag_counts,fwd_psh_flag_counts,fwd_urg_flag_counts,fwd_ece_flag_counts,fwd_syn_flag_counts,fwd_ack_flag_counts,fwd_cwr_flag_counts,fwd_rst_flag_counts,bwd_fin_flag_counts,bwd_psh_flag_counts,bwd_urg_flag_counts,bwd_ece_flag_counts,bwd_syn_flag_counts,bwd_ack_flag_counts,bwd_cwr_flag_counts,bwd_rst_flag_counts,packets_IAT_mean,packet_IAT_std,packet_IAT_max,packet_IAT_min,packet_IAT_total,fwd_packets_IAT_mean,fwd_packets_IAT_std,fwd_packets_IAT_max,fwd_packets_IAT_min,fwd_packets_IAT_total,bwd_packets_IAT_mean,bwd_packets_IAT_std,bwd_packets_IAT_max,bwd_packets_IAT_min,bwd_packets_IAT_total,subflow_fwd_packets,subflow_bwd_packets,subflow_fwd_bytes,subflow_bwd_bytes,label
,,,60375.0,,53.0,,0.000507116317749,2.0,1.0,1.0,120.0,52.0,68.0,68.0,52.0,60.0,8.0,64.0,68.0,52.0,60.0,8.0,0.0,68.0,52.0,60.0,8.0,0.0,16.0,8.0,8.0,8.0,0.0,8.0,8.0,8.0,8.0,0.0,8.0,8.0,8.0,8.0,0.0,52.0,68.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236632.10155148097,102540.57733897508,134091.52421250587,3943.868359191349,1971.9341795956743,1971.9341795956743,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00050712,0.0,0.000507116317749,0.000507116317749,0.000507116317749,1499343393.3343787,0.0,1499343393.334379,1499343393.334379,1499343393.334379,1499343393.334886,0.0,1499343393.334886,1499343393.334886,1499343393.334886,0.0,0.0,0.0,0.0,BENIGN
,,,50220.0,,53.0,,0.0001389980316162,4.0,2.0,2.0,172.0,70.0,102.0,51.0,35.0,43.0,8.0,64.0,51.0,35.0,43.0,8.0,0.0,51.0,35.0,43.0,8.0,0.0,32.0,8.0,8.0,8.0,0.0,16.0,8.0,8.0,8.0,0.0,16.0,8.0,8.0,8.0,0.0,35.0,51.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1237427.5951972555,503604.2538593482,733823.3413379074,28777.385934819897,14388.692967409948,14388.692967409948,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.633e-05,3.467e-05,8.797645568847656e-05,3.0994415283203125e-06,0.0001389980316162,3.1e-06,0.0,3.0994415283203125e-06,3.0994415283203125e-06,3.0994415283203125e-06,4.792e-05,0.0,4.792213439941406e-05,4.792213439941406e-05,4.792213439941406e-05,0.0,0.0,0.0,0.0,BENIGN
,,,51894.0,,53.0,,0.0001699924468994,4.0,2.0,2.0,208.0,72.0,136.0,68.0,36.0,52.0,16.0,256.0,68.0,36.0,52.0,16.0,0.0,68.0,36.0,52.0,16.0,0.0,32.0,8.0,8.0,8.0,0.0,16.0,8.0,8.0,8.0,0.0,16.0,8.0,8.0,8.0,0.0,36.0,68.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1223583.775596073,423548.2300140252,800035.5455820477,23530.4572230014,11765.2286115007,11765.2286115007,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.666e-05,4.848e-05,0.000119924545288,2.1457672119140625e-06,0.0001699924468994,2.15e-06,0.0,2.1457672119140625e-06,2.1457672119140625e-06,2.1457672119140625e-06,4.792e-05,0.0,4.792213439941406e-05,4.792213439941406e-05,4.792213439941406e-05,0.0,0.0,0.0,0.0,BENIGN
,,,60316.0,,53.0,,200.9771189689636,4.0,2.0,2.0,359.0,99.0,260.0,150.0,44.0,89.75,42.83908846,1835.1875,150.0,44.0,89.75,42.83908846,30.25,150.0,44.0,89.75,42.83908846,400.0,32.0,8.0,8.0,8.0,0.0,16.0,8.0,8.0,8.0,0.0,16.0,8.0,8.0,8.0,0.0,49.5,130.0,89.75,0.0,0.0,-0.0353121757507324,-0.0353121757507324,-0.03531218,0.0,200.9068119525909,200.9068119525909,200.90681195,0.0,1.7862729938697124,0.4925933882816198,1.2936796055880926,0.0199027631628937,0.0099513815814468,0.0099513815814468,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.99237299,94.69180789,200.9068119525909,0.0349948406219482,200.9771189689636,200.94212413,0.0,200.94212412834167,200.94212412834167,200.94212412834167,200.94180679,0.0,200.9418067932129,200.9418067932129,200.9418067932129,2.0,2.0,99.0,99.0,BENIGN
,,,60388.0,,53.0,,0.0009679794311523,2.0,1.0,1.0,222.0,70.0,152.0,152.0,70.0,111.0,41.0,1681.0,152.0,70.0,111.0,41.0,0.0,152.0,70.0,111.0,41.0,0.0,16.0,8.0,8.0,8.0,0.0,8.0,8.0,8.0,8.0,0.0,8.0,8.0,8.0,8.0,0.0,70.0,152.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229343.71625615764,72315.58620689655,157028.1300492611,2066.15960591133,1033.079802955665,1033.079802955665,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00096798,0.0,0.0009679794311523,0.0009679794311523,0.0009679794311523,1499343071.255551,0.0,1499343071.255551,1499343071.255551,1499343071.255551,1499343071.256519,0.0,1499343071.256519,1499343071.256519,1499343071.256519,0.0,0.0,0.0,0.0,BENIGN
,,,64635.0,,53.0,,0.0001487731933593,4.0,2.0,2.0,312.0,64.0,248.0,124.0,32.0,78.0,46.0,2116.0,124.0,32.0,78.0,46.0,0.0,124.0,32.0,78.0,46.0,0.0,32.0,8.0,8.0,8.0,0.0,16.0,8.0,8.0,8.0,0.0,16.0,8.0,8.0,8.0,0.0,32.0,124.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2097152.0,430185.0256410256,1666966.9743589745,26886.5641025641,13443.28205128205,13443.28205128205,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.959e-05,6.677e-05,0.0001440048217773,9.5367431640625e-07,0.0001487731933593,3.81e-06,0.0,3.814697265625e-06,3.814697265625e-06,3.814697265625e-06,9.5e-07,0.0,9.5367431640625e-07,9.5367431640625e-07,9.5367431640625e-07,0.0,0.0,0.0,0.0,BENIGN
,,,56773.0,,53.0,,0.0001521110534667,4.0,2.0,2.0,196.0,82.0,114.0,57.0,41.0,49.0,8.0,64.0,57.0,41.0,49.0,8.0,0.0,57.0,41.0,49.0,8.0,0.0,32.0,8.0,8.0,8.0,0.0,16.0,8.0,8.0,8.0,0.0,16.0,8.0,8.0,8.0,0.0,41.0,57.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1288532.263322884,539079.8244514107,749452.4388714733,26296.57680250784,13148.288401253918,13148.288401253918,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.07e-05,3.995e-05,0.0001008510589599,3.0994415283203125e-06,0.0001521110534667,3.1e-06,0.0,3.0994415283203125e-06,3.0994415283203125e-06,3.0994415283203125e-06,4.816e-05,0.0,4.8160552978515625e-05,4.8160552978515625e-05,4.8160552978515625e-05,0.0,0.0,0.0,0.0,BENIGN
,,,62167.0,,53.0,,0.0004699230194091,2.0,1.0,1.0,244.0,81.0,163.0,163.0,81.0,122.0,41.0,1681.0,163.0,81.0,122.0,41.0,0.0,163.0,81.0,122.0,41.0,0.0,16.0,8.0,8.0,8.0,0.0,8.0,8.0,8.0,8.0,0.0,8.0,8.0,8.0,8.0,0.0,81.0,163.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,519233.9807204465,172368.65753424657,346865.3231861999,4256.016235413495,2128.008117706748,2128.008117706748,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00046992,0.0,0.0004699230194091,0.0004699230194091,0.0004699230194091,1499343247.836746,0.0,1499343247.836746,1499343247.836746,1499343247.836746,1499343247.837216,0.0,1499343247.837216,1499343247.837216,1499343247.837216,0.0,0.0,0.0,0.0,BENIGN
,,,61370.0,,53.0,,0.0309371948242187,2.0,1.0,1.0,238.0,55.0,183.0,183.0,55.0,119.0,64.0,4096.0,183.0,55.0,119.0,64.0,0.0,183.0,55.0,119.0,64.0,0.0,16.0,8.0,8.0,8.0,0.0,8.0,8.0,8.0,8.0,0.0,8.0,8.0,8.0,8.0,0.0,55.0,183.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7693.005178791615,1777.7953144266337,5915.2098643649815,64.64710234278668,32.32355117139334,32.32355117139334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03093719,0.0,0.0309371948242187,0.0309371948242187,0.0309371948242187,1499343297.384698,0.0,1499343297.384698,1499343297.384698,1499343297.384698,1499343297.415635,0.0,1499343297.415635,1499343297.415635,1499343297.415635,0.0,0.0,0.0,0.0,BENIGN
,,,60786.0,,53.0,,24.32392287254333,4.0,2.0,2.0,405.0,100.0,305.0,155.0,49.0,101.25,51.28535366,2630.1875,155.0,49.0,101.25,51.28535366,1.0,155.0,49.0,101.25,51.28535366,6.25,32.0,8.0,8.0,8.0,0.0,16.0,8.0,8.0,8.0,0.0,16.0,8.0,8.0,8.0,0.0,50.0,152.5,101.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.650274798279394,4.111178962538122,12.539095835741271,0.1644471585015248,0.0822235792507624,0.0822235792507624,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.10797429,11.37931649,24.20072078704834,0.0316309928894043,24.32392287254333,24.23235178,0.0,24.232351779937744,24.232351779937744,24.232351779937744,24.29229188,0.0,24.29229187965393,24.29229187965393,24.29229187965393,2.0,2.0,100.0,100.0,BENIGN
